"COD_MUNICIPIO","cep.min","cep.max"
4322400,97500001,97537999
4322400,97500001,97514999
4322509,95200001,95229999
4322509,95200001,95219999
4322533,96878000,96879999
4322541,95778000,95779999
4322525,95833000,95834999
4322558,99290000,99299999
4322608,95800000,95819999
4322707,96880000,96887999
4322806,95330000,95332999
4322855,95972000,95974999
4322905,99820000,99824999
4323002,94400001,94599999
4323101,98450000,98459999
4323200,99350000,99359999
4323309,95334000,95334999
4323358,99955000,99959999
4323408,99155000,99159999
4323457,97385000,97389999
4323507,98415000,98429999
4323606,95325000,95329999
4323705,98535000,98539999
4323754,98850000,98854999
4323770,95893000,95894999
4323804,95588000,95589999
4200051,89636000,89637999
4200101,89830000,89831999
4200200,88420000,88429999
4200309,89188000,89189999
4200408,89654000,89659999
4200507,89883000,89884999
4200556,89843000,89844999
4200606,88150000,88159999
4200606,88150001,88155999
4200705,88450000,88459999
4200754,89730000,89734999
4200804,89970000,89979999
4200903,88460000,88469999
4201000,88590000,88597999
4201109,88475000,88484999
4201208,88180000,88189999
4201208,88180001,88189999
4201257,89135000,89135999
4201273,89740000,89744999
4201307,89245000,89246999
4201406,88900001,88913999
4201505,88740000,88744999
4201604,89590000,89594999
4201653,89778000,89779999
4201703,89138000,89139999
4201802,88410000,88419999
4201901,89186000,89187999
4201950,88914000,88914999
4202057,89247000,89247999
4202008,88330001,88339999
4202073,88955000,88959999
4212809,88380000,88384999
4220000,88836000,88836999
4202081,89905000,89905999
4202099,89909000,89909999
4202107,88390000,88394999
4202131,89478000,89479999
4202156,89925000,89929999
4202206,89124000,89125999
4202305,88160001,88179999
4202305,88160001,88169999
4202404,89000001,89079999
4202438,88538000,88539999
4202503,88640000,88649999
4202537,89824000,89824999
4202578,89873000,89873999
4202602,88680000,88699999
4202453,88215000,88219999
4202701,88295000,88299999
4202800,88750000,88759999
4202859,89178000,89179999
4202875,89634000,89635999
4202909,88350001,88359999
4203006,89500001,89514999
4203105,89888000,89889999
4203154,89430000,89439999
4203204,88340001,88349999
4203303,89294000,89294999
4203402,88580000,88584999
4203501,89980000,89980999
4203600,89620000,89632999
4203709,88230000,88239999
4203808,89460001,89477999
4203253,88548000,88549999
4203907,89665000,89666999
4203956,88745000,88749999
4204004,89670000,89674999
4204103,89880000,89881999
4204152,88598000,88599999
4204178,88585000,88589999
4204194,88407000,88409999
4204202,89800001,89816999
4204202,89800001,89816199
4204251,88845000,88849999
4204301,89700001,89729999
4204301,89700001,89715999
4204350,89819000,89819999
4204400,89840000,89842999
4204459,89837000,89837999
4204558,88535000,88537999
4204509,89278000,89278000
4204509,89390000,89393999
4204509,89390001,89393999
4204608,88800001,88819999
4204707,89890000,89890999
4204756,89886000,89886999
4204806,89520000,89529999
4204905,89910000,89914999
4205001,89950000,89969999
4205100,89155000,89156999
4205159,89126000,89127999
4205175,89862000,89864999
4205191,88935000,88939999
4205209,89613000,89617999
4205308,89694000,89699999
4205357,89878000,89878999
4205407,88000001,88099999
4205431,89859000,89859999
4205456,88850000,88859999
4205506,89580000,89589999
4205506,89580001,89587999
4205555,89530000,89532999
4205605,89838000,89838999
4205704,88495000,88499999
4205803,89248000,89248999
4205902,89110001,89119999
4206009,88190000,88199999
4206009,88190001,88197999
4206108,88890000,88899999
4206207,88735000,88739999
4206306,88360000,88369999
4206405,89920000,89924999
4206504,89270000,89274999
4206504,89275001,89277999
4206504,89279000,89279999
4206504,89270001,89274999
4206603,89940000,89949999
4206652,89817000,89817999
4206702,89610000,89612999
4206751,89652000,89653999
4206801,89640000,89641999
4206900,89140000,89144999
4207007,88820000,88835999
4207007,88820001,88835999
4207106,88320000,88329999
4207106,88320001,88327899
4207205,88770000,88779999
4207304,88780000,88789999
4207403,88440000,88442999
4207502,89080001,89089999
4207577,89558000,89559999
4207601,89669000,89669999
4207650,89899000,89899999
4207684,89832000,89833999
4207700,89790000,89799999
4207759,89891000,89892999
4207809,89680000,89682999
4207858,89856000,89858999
4207908,89440000,89459999
4208005,89760000,89764999
4208104,89340000,89354999
4208203,88300001,88319999
4208302,88220000,88229999
4208401,89896000,89896999
4208450,89360000,89369999
4208450,89360001,89369999
4208500,88400000,88406999
4208609,89677000,89679999
4208708,88950000,88954999
4208807,88715000,88716999
4208906,89250001,89269999
4208955,89848000,89849999
4209003,89600000,89608999
4209102,89200001,89239999
4209151,89145000,89147999
4209177,89839000,89839999
4209201,89660000,89662999
4209300,88500001,88534999
4209300,88500001,88531999
4209409,88790000,88797999
4209458,89828000,89829999
4209508,89170000,89171999
4209607,88880000,88889999
4209706,89515000,89517999
4209805,88445000,88449999
4209854,89735000,89739999
4209904,89182000,89183999
4210001,89128000,89133999
4210001,89128001,89132999
4210035,89609000,89609999
4210050,89518000,89519999
4210100,89300001,89329999
4210100,89300001,89309999
4210209,88260000,88269999
4210308,89480000,89489999
4210407,88915000,88919999
4210506,89874000,89874999
4210555,89860000,89861999
4210605,89108000,89108000
4210605,89380001,89383999
4210704,89420000,89429999
4210803,88920000,88924999
4210852,89194000,89195999
4210902,89872000,89872999
4211009,89893000,89894999
4211058,89618000,89619999
4211108,89394000,89399999
4211207,88837000,88839999
4211256,88925000,88929999
4211306,88370001,88379999
4211405,89865000,89867999
4211454,89818000,89818999
4211504,88270000,88294999
4211603,88865000,88869999
4211652,89998000,89999999
4211702,88870000,88879999
4211751,88540000,88542999
4211801,89663000,89664999
4211850,89834000,89834999
4211876,89765000,89769999
4211892,88543000,88544999
4211900,88130001,88139999
4212007,89985000,89989999
4212056,88545000,88547999
4212106,89887000,89887999
4212205,89370000,89379999
4212239,89906000,89907999
4212254,88980000,88989999
4212270,89687000,89689999
4212304,88490000,88494999
4212403,88720000,88729999
4212502,88385000,88389999
4212601,89750000,89759999
4212650,88798000,88799999
4212700,88430000,88439999
4212908,89870000,89870999
4213005,89570000,89579999
4213104,89667000,89668999
4213153,89882000,89882999
4213203,89107000,89107999
4213203,89355000,89359999
4213203,89355001,89358999
4213302,88550000,88569999
4213351,89535000,89539999
4213401,89683000,89686999
4213500,88210000,88214999
4213500,88210001,88213999
4213609,89400000,89419999
4213708,89172000,89175999
4213807,88990000,88999999
4213906,89745000,89749999
4214003,89150000,89154999
4214102,89184000,89185999
4214151,89935000,89939999
4214201,89850000,89853999
4214300,88470000,88474999
4214409,89550000,89557999
4214508,89198000,89198999
4214607,89180000,89181999
4214805,89160001,89169999
4214706,89121000,89123999
4214904,88760000,88762999
4215000,89295000,89299999
4215000,89295001,89299999
4215059,88658000,88679999
4215075,89895000,89895999
4215109,89136000,89137999
4215208,89908000,89908999
4215307,89196000,89197999
4215356,89981000,89981999
4215406,89595000,89599999
4215455,88717000,88719999
4215505,89540000,89544999
4215554,89915000,89919999
4215604,88763000,88764999
4215653,88965000,88969999
4215679,89199000,89199999
4215687,89983000,89984999
4215695,89854000,89854999
4215703,88140000,88149999
4215703,88140001,88146999
4215802,89280001,89293999
4215752,89982000,89982999
4215901,88485000,88489999
4216008,89885000,89885999
4216057,89533000,89534999
4216107,89835000,89836999
4216206,89240000,89244999
4216206,89330000,89339999
4216206,89330001,89337999
4216305,88240000,88259999
4216354,88395000,88399999
4216255,89897000,89897999
4216404,88970000,88979999
4216503,88600000,88624999
4216602,88100001,88124999
4216602,88100001,88123999
4216701,89930000,89934999
4216800,88570000,88579999
4216909,89990000,89997999
4217006,88730000,88734999
4217105,88765000,88769999
4217154,89879000,89879999
4217204,89900000,89904999
4217253,88125000,88129999
4217303,89868000,89869999
4217402,89275000,89275000
4217402,89384001,89389999
4217402,89384001,89388999
4217501,89770000,89777999
4217550,89871000,89871999
4217600,88860000,88861999
4217709,88960000,88964999
4217758,89855000,89855999
4217808,89190000,89193999
4217907,89642000,89649999
4217956,89875000,89877999
4218004,88200000,88209999
4218004,88200001,88207999
4218103,88940000,88949999
4218202,89090000,89099999
4218202,89120000,89120999
4218202,89090001,89099999
4218251,89545000,89549999
4218301,89490000,89499999
4218350,88862000,88864999
4218400,88710000,88714999
4218509,89650000,89651999
4218608,89176000,89177999
4218707,88700001,88709999
4218756,89898000,89898999
4218806,88930000,88934999
4218855,89845000,89847999
4218905,88650000,88657999
4218954,88625000,88639999
4219002,88840000,88844999
4219101,89690000,89693999
4219150,89638000,89639999
4219176,89675000,89676999
4219200,88443000,88444999
4219309,89560001,89569999
4219309,89560001,89567999
4219358,89148000,89149999
4219408,89157000,89159999
4219507,89820000,89823999
4219606,89780000,89789999
4219705,89825000,89827999
4219853,89633000,89633999
3500105,17800000,17809999
3500105,17800001,17809999
3500204,15230000,15239999
3500204,15230001,15239999
3500303,13860001,13869999
3500402,13890000,13899999
3500402,13890001,13894999
3500402,13895001,13899999
3500501,13940000,13949999
3500501,13940001,13949999
3500550,18770000,18774999
3500550,18770001,18774999
3500600,13525001,13529999
3500600,13528001,13529999
3500709,17120001,17149999
3500709,17120001,17139999
3500758,18220000,18224999
3500758,18220001,18223999
3500808,19180000,19189999
3500808,19180001,19184999
3500907,15430000,15439999
3500907,15430001,15434999
3501004,14350000,14389999
3501004,14350001,14359999
3501103,16310000,16339999
3501103,16310001,16325999
3501152,18125000,18129999
3501152,18125001,18129999
3501202,15540000,15549999
3501202,15540001,15544999
3501301,19160000,19179999
3501301,19160001,19164999
3501301,19165001,19169999
3501400,17410001,17419999
3501509,17430001,17439999
3501608,13465001,13479999
3501707,14820001,14824999
3501806,15550000,15559999
3501806,15550001,15559999
3501905,13900001,13909999
3502002,13550000,13559999
3502002,13550001,13553999
3502101,16900001,16919999
3502101,16900001,16914999
3502101,16915001,16919999
3502200,18240000,18244999
3502200,18240001,18242999
3502200,18243001,18244999
3502309,18620001,18639999
3502309,18630001,18639999
3502408,19580000,19589999
3502408,19580001,19583999
3502507,12570001,12579999
3502606,15735000,15739999
3502606,15735001,15739999
3502705,18320000,18324999
3502705,18320001,18324999
3502754,18147000,18149999
3502754,18147001,18149999
3502804,16000001,16129999
3502903,18190000,18194999
3502903,18190001,18193999
3503000,14550000,14569999
3503000,14550001,14559999
3503109,18710001,18719999
3503158,12870000,12899999
3503158,12870001,12871999
3503208,14800001,14812999
3503208,14800001,14811999
3503208,14812001,14812999
3503307,13600001,13609999
3503356,17630000,17649999
3503356,17630001,17639999
3503406,17160001,17179999
3503406,17160001,17169999
3503505,12820000,12829999
3503505,12820001,12821999
3503604,18670001,18674999
3503703,15960000,15969999
3503703,15960001,15964999
3503802,13160001,13169999
3503901,7400001,7499999
3503950,15763000,15764999
3503950,15763001,15764999
3504008,19800001,19819999
3504107,12940001,12954999
3504206,15350000,15354999
3504206,15350001,15354999
3504305,16680000,16699999
3504305,16680001,16690999
3504404,16360000,16369999
3504404,16360001,16369999
3504503,18700001,18709999
3504602,15115000,15119999
3504602,15115001,15118999
3504701,16640001,16649999
3504800,15140000,15144999
3504800,15140001,15143999
3504909,12850000,12869999
3504909,12850001,12853999
3505005,18490000,18499999
3505005,18490001,18499999
3505104,16350000,16359999
3505104,16350001,16353999
3505203,17250001,17259999
3505302,17340000,17349999
3505351,18325000,18329999
3505351,18325001,18329999
3505401,11955000,11959999
3505500,14780001,14789999
3505609,14860000,14869999
3505609,14860001,14869999
3505708,6400001,6499999
3505807,17690000,17699999
3505807,17690001,17699999
3505906,14300001,14339999
3505906,14300001,14319999
3506003,17000001,17119999
3506102,14700001,14719999
3506102,14700001,14718999
3506201,16790000,16799999
3506201,16790001,16799999
3506300,18960001,18969999
3506359,11250001,11299999
3506409,16210000,16219999
3506409,16210001,16219999
3506508,16200001,16209999
3506607,8940000,8969999
3506706,14930000,14934999
3506706,14930001,14933999
3506805,17240001,17249999
3506904,18590000,18599999
3506904,18590001,18598999
3506904,18599001,18599999
3507001,18550001,18559999
3507100,12955000,12959999
3507100,12955001,12958999
3507159,18475000,18479999
3507159,18475001,18479999
3507209,19740000,19749999
3507209,19740001,19749999
3507308,17270001,17279999
3507407,14955000,14959999
3507407,14955001,14958999
3507456,18675000,18679999
3507456,18675001,18679999
3507506,18600001,18619999
3507605,12900001,12929999
3507704,16290000,16299999
3507704,16290001,16299999
3507753,16265000,16269999
3507753,16265001,16268999
3507803,14340000,14349999
3507803,14340001,14344999
3507902,17380000,17399999
3507902,17380001,17389999
3508009,18290000,18299999
3508009,18290001,18299999
3508108,15290000,15299999
3508108,15290001,15293999
3508207,14570000,14579999
3508207,14570001,14579999
3508306,17480001,17489999
3508405,13315000,13319999
3508405,13315001,13319999
3508504,12280001,12299999
3508603,12630000,12689999
3508603,12630001,12634999
3508702,13770000,13779999
3508702,13770001,13779999
3508801,16500001,16569999
3508801,16500001,16529999
3508900,19530000,19559999
3508900,19530001,19540999
3509007,7700001,7749999
3509106,19450000,19469999
3509106,19450001,19453999
3509205,7750001,7799999
3509254,11950000,11954999
3509304,15410000,15419999
3509304,15410001,15413999
3509403,14240000,14249999
3509403,14240001,14249999
3509452,18245000,18249999
3509452,18245001,18248999
3509452,18249001,18249999
3509502,13000001,13139999
3509601,13230001,13239999
3509700,12460000,12489999
3509700,12460001,12479999
3509809,19960001,19969999
3509908,11990000,11999999
3509957,12615000,12619999
3509957,12615001,12616999
3510005,19880001,19899999
3510005,19880001,19889999
3510104,15930000,15939999
3510104,15930001,15933999
3510153,18990001,18999999
3510153,18990001,18994999
3510203,18300001,18309999
3510203,18300001,18308999
3510203,18309001,18309499
3510302,18195000,18199999
3510302,18195001,18199999
3510401,13360001,13369999
3510500,11660001,11679999
3510609,6300001,6399999
3510708,15570000,15579999
3510708,15570001,15574999
3510708,15575001,15579999
3510807,13700000,13709999
3510807,13700001,13704999
3510807,13705001,13706999
3510807,13707001,13709999
3510906,14260000,14269999
3510906,14260001,14263999
3511003,16920000,16939999
3511003,16920001,16929999
3511102,15800001,15819999
3511201,15870000,15879999
3511201,15870001,15874899
3511300,15895000,15899999
3511300,15895001,15899999
3511409,18760001,18769999
3511508,18520001,18529999
3511607,18285000,18289999
3511607,18285001,18287999
3511607,18288001,18289999
3511706,13515001,13519999
3557204,18970001,18989999
3511904,16250000,16259999
3511904,16250001,16254999
3512001,14770000,14774999
3512001,14770001,14773999
3512100,14795000,14799999
3512100,14795001,14796999
3512209,13835000,13839999
3512209,13835001,13839999
3512308,18570000,18579999
3512308,18570001,18574999
3512308,18575001,18579999
3512407,13490000,13494999
3512506,16260000,16264999
3512506,16260001,16264999
3512605,18745000,18759999
3512605,18745001,18749999
3512704,13540000,13549999
3512704,13540001,13543999
3512803,13150001,13159999
3512902,15530000,15539999
3512902,15530001,15533999
3513009,6700001,6729999
3513108,14140000,14149999
3513108,14140001,14143999
3513207,14460000,14469999
3513207,14460001,14468999
3513306,19860001,19864999
3513405,12700001,12759999
3513504,11500001,11599999
3513603,12530000,12569999
3513603,12530001,12533999
3513702,13690000,13699999
3513702,13690001,13694999
3513801,9900001,9999999
3513850,15715000,15717999
3513850,15715001,15717999
3513900,13780000,13789999
3513900,13780001,13783999
3514007,15980000,15989999
3514007,15980001,15983999
3514106,17300001,17319999
3514106,17300001,17310999
3514205,15740000,15744999
3514205,15740001,15744999
3514304,13590000,13599999
3514304,13590001,13599999
3514403,17900000,17919999
3514403,17900001,17919999
3514502,17470000,17474999
3514601,14120000,14139999
3514601,14120001,14123999
3514700,19830001,19839999
3514809,11960000,11989999
3514908,13350000,13359999
3514908,13350001,13354999
3514908,13355001,13359999
3514924,15823000,15824999
3514924,15823001,15824999
3514957,15425000,15429999
3514957,15425001,15429999
3515004,6800000,6849999
3515004,6800001,6849999
3515103,6900001,6949999
3515103,6900001,6934999
3515129,19350000,19359999
3515129,19350001,19359999
3515152,13445001,13449999
3515186,13990000,13994999
3515186,13990001,13994999
3515194,18935001,18939999
3557303,13857000,13859999
3557303,13857001,13859999
3515301,19230000,19249999
3515301,19230001,19239999
3515202,15650000,15659999
3515202,15650001,15659999
3515350,19275000,19279999
3515350,19275001,19279999
3515400,18870001,18889999
3515400,18870001,18879999
3515608,15940000,15949999
3515608,15940001,15944999
3515509,15600000,15619999
3515509,15600001,15614999
3515657,17460001,17469999
3515707,8500001,8549999
3515806,17870000,17879999
3515806,17870001,17873999
3515905,15320000,15329999
3515905,15320001,15329999
3516002,17830000,17859999
3516002,17830001,17849999
3516101,19870001,19879999
3516200,14400001,14414999
3516309,7900001,7999999
3516408,7800001,7899999
3516507,16220000,16229999
3516507,16220001,16223999
3516606,17450001,17459999
3516705,17400000,17409999
3516804,15330000,15339999
3516804,15330001,15334999
3516853,14813000,14814999
3516853,14813001,14814999
3516903,15300000,15309999
3516903,15300001,15309999
3517000,16450000,16479999
3517000,16450001,16459999
3517109,16270000,16289999
3517109,16270001,16280999
3517208,16430000,16439999
3517208,16430001,16439999
3517307,16480001,16499999
3517307,16480001,16489999
3517406,14790000,14794999
3517406,14790001,14793999
3517505,15110000,15114999
3517505,15110001,15113999
3517604,18310000,18314999
3517604,18310001,18314999
3517703,14580000,14599999
3517703,14580001,14588999
3517802,16980000,16999999
3517802,16980001,16983999
3517901,15420000,15424999
3517901,15420001,15422999
3518008,15680000,15684999
3518008,15680001,15684999
3518107,16570000,16599999
3518107,16570000,16574999
3518206,16700000,16749999
3518206,16700001,16709999
3518206,16710001,16710999
3518305,8900000,8939999
3518404,12500001,12524999
3518503,18250000,18254999
3518503,18250001,18254999
3518602,14840000,14849999
3518602,14840001,14849999
3518701,11400001,11499999
3518800,7000001,7399999
3518859,14115000,14119999
3518859,14115001,14118999
3518909,15355000,15359999
3518909,15355001,15359999
3519006,17650000,17669999
3519006,17650001,17660999
3519055,13825000,13829999
3519055,13825001,13829999
3519071,13183001,13189999
3519105,17180001,17189999
3519204,17680000,17689999
3519204,17680001,17689999
3519253,18775001,18779999
3519303,14815000,14819999
3519303,14815001,14819999
3519402,15860000,15869999
3519402,15860001,15869999
3519501,19940000,19959999
3519501,19940001,19949999
3519600,14940001,14954999
3519600,14940001,14949999
3519709,18150000,18159999
3519709,18150001,18154999
3519709,18155001,18158999
3519808,15460000,15469999
3519808,15460001,15469999
3519907,19640001,19649999
3520004,17350000,17359999
3520103,14540000,14549999
3520103,14540001,14544999
3520202,12350000,12379999
3520202,12350001,12357999
3520301,11920000,11924999
3520426,11925000,11929999
3520442,15385000,15389999
3520442,15385001,15389999
3520400,11630000,11659999
3520400,11630001,11659999
3520509,13330001,13349999
3520608,19560000,19569999
3520608,19560001,19569999
3520707,15690000,15699999
3520707,15690001,15693999
3520806,17760000,17779999
3520806,17760001,17763999
3520905,18950001,18959999
3521002,18560000,18569999
3521002,18560001,18564999
3521002,18565001,18565999
3521101,13537000,13539999
3521101,13537001,13539999
3521150,15108000,15109999
3521150,15108001,15109999
3521200,18330000,18359999
3521200,18330001,18339999
3521309,14610000,14619999
3521309,14610001,14613999
3521408,13495001,13499999
3521507,14990000,14999999
3521507,14990001,14993999
3521606,17880000,17889999
3521606,17880001,17889999
3521705,18440000,18459999
3521705,18440001,18444999
3521705,18445001,18449999
3521705,18450001,18459999
3521804,18730001,18739999
3521903,15840000,15844999
3521903,15840001,15842999
3521903,15843001,15843999
3522000,17260001,17269999
3522109,11740000,11759999
3522109,11740001,11759999
3522158,18360000,18379999
3522158,18360001,18369999
3522208,6850001,6889999
3522307,18200001,18219999
3522307,18200001,18215999
3522307,18216001,18216999
3522307,18217001,18217499
3522307,18217501,18217999
3522307,18218001,18218499
3522307,18218501,18218999
3522307,18219001,18219499
3522406,18400001,18424999
3522406,18400001,18419999
3522505,6650001,6699999
3522604,13970001,13989999
3522604,13970001,13985999
3522604,13986001,13986999
3522604,13988001,13988999
3522653,18385000,18399999
3522653,18385000,18389899
3522703,14900000,14909999
3522703,14900001,14903999
3522703,14904001,14906999
3522703,14907001,14909999
3522802,18480000,18489999
3522802,18480001,18489999
3522901,17230001,17239999
3523008,15390000,15399999
3523008,15390001,15392999
3523107,8570001,8599999
3523206,18460001,18469999
3523305,11760000,11769999
3523404,13250001,13259999
3523503,18690000,18699999
3523503,18690001,18699999
3523602,13530000,13536999
3523602,13530001,13533999
3523701,14420000,14429999
3523701,14420001,14420999
3523800,13715000,13719999
3523800,13715001,13719999
3523909,13300001,13314999
3524006,13295000,13299999
3524006,13295001,13299999
3524105,14500000,14529999
3524105,14500001,14529999
3524204,14775000,14779999
3524204,14775001,14778999
3524303,14870001,14899999
3524303,14870001,14898999
3524402,12300001,12349999
3524501,15155000,15159999
3524501,15155001,15157999
3524600,11940000,11949999
3524709,13910001,13919999
3524808,15700001,15709999
3524907,12270000,12279999
3524907,12270001,12274999
3525003,6600001,6649999
3525102,14680000,14699999
3525102,14680001,14689999
3525102,14690001,14690999
3525201,13240000,13249999
3525201,13240001,13249999
3525300,17200001,17229999
3525300,17200001,17220999
3525409,14450000,14459999
3525409,14450001,14453999
3525508,12980000,12989999
3525508,12980001,12983999
3525607,19680001,19699999
3525607,19680001,19689999
3525706,15200000,15209999
3525706,15200001,15204999
3525805,17550000,17559999
3525805,17550001,17559999
3525854,18535000,18539999
3525854,18535001,18539999
3525904,13200001,13219999
3526001,17890000,17899999
3526001,17890001,17899999
3526100,11800000,11849999
3526209,6950000,6999999
3526308,12130000,12139999
3526308,12130001,12139999
3526407,18500000,18519999
3526407,18500001,18519999
3526506,16850000,16879999
3526506,16850001,16859999
3526605,12760000,12799999
3526605,12760001,12763999
3526704,13610001,13624999
3526803,18680001,18689999
3526902,13480001,13489999
3527009,13950000,13959999
3527009,13950001,13959999
3527108,16400001,16429999
3527108,16400001,16420999
3527207,12600001,12614999
3527256,15285000,15289999
3527256,15285001,15289999
3527306,13290001,13294999
3527405,17780000,17789999
3527405,17780001,17789999
3527504,17475001,17479999
3527603,14210000,14229999
3527603,14210001,14219999
3527702,16340000,16349999
3527702,16340001,16349999
3527801,17420001,17429999
3527900,19750000,19769999
3527900,19750001,19759999
3528007,17290001,17299999
3528106,15270000,15274999
3528106,15270001,15273999
3528205,15620000,15624999
3528205,15620001,15623999
3528304,15310000,15312999
3528304,15310001,15311999
3528403,18120000,18124999
3528403,18120001,18123999
3528502,7600001,7699999
3528502,7600001,7669999
3528601,18780000,18789999
3528601,18780001,18784999
3528601,18785001,18789999
3528700,19430000,19449999
3528700,19430001,19433999
3528809,19840000,19859999
3528809,19840001,19844999
3528809,19845001,19849999
3528858,15845000,15849999
3528858,15845001,15849999
3528908,17810000,17829999
3528908,17810001,17819999
3529005,17500001,17539999
3529104,15730000,15734999
3529104,15730001,15734999
3529203,19500000,19529999
3529203,19500001,19504999
3529203,19505001,19509999
3529203,19510001,19529999
3529302,15990001,15999999
3529401,9300001,9399999
3529500,15220000,15224999
3529500,15220001,15224999
3529609,15625000,15629999
3529609,15625001,15627999
3529658,15748000,15749999
3529658,15748001,15749999
3529708,14530000,14539999
3529708,14530001,14533999
3529807,17320001,17339999
3529807,17320001,17329999
3530003,15580000,15599999
3530003,15580001,15589999
3529906,11850000,11899999
3530102,16800000,16849999
3530102,16800001,16830999
3530201,19260000,19270000
3530201,19260001,19264999
3530201,19265001,19266999
3530300,15130001,15139999
3530409,15145000,15149999
3530409,15145001,15149999
3530508,13730001,13759999
3530508,13730001,13749999
3530508,13750001,13750999
3530508,13755001,13755999
3530607,8700001,8899999
3530607,8700001,8889999
3530706,13840001,13856999
3530706,13840001,13855999
3530805,13800001,13819999
3530805,13800001,13817999
3530904,13375000,13379999
3530904,13375001,13379999
3531001,15275000,15279999
3531001,15275001,15279999
3531100,11730000,11739999
3531100,11730001,11738999
3531209,13820000,13824999
3531209,13820001,13823999
3531209,13824001,13824499
3531308,15910000,15919999
3531308,15910001,15914999
3531308,15915001,15918999
3531407,15150000,15154999
3531407,15150001,15151999
3531407,15152001,15152999
3531407,15153001,15153999
3531506,14730000,14734999
3531506,14730001,14732999
3531506,14733001,14733999
3531605,17960000,17969999
3531605,17960001,17969999
3531803,13190001,13199999
3531704,12250000,12259999
3531704,12250001,12251999
3531902,14640000,14659999
3531902,14640001,14649999
3532009,13260000,13269999
3532009,13260001,13269999
3532058,14835000,14839999
3532058,14835001,14835999
3532108,16950000,16979999
3532108,16950001,16959999
3532157,19650001,19679999
3532157,19650001,19659999
3532207,19220000,19229999
3532207,19220001,19229999
3532306,12180000,12199999
3532306,12180001,12183999
3532405,12960000,12969999
3532405,12960001,12964999
3532504,15120000,15129999
3532504,15120001,15124999
3532504,15125001,15127999
3532504,15128001,15129999
3532603,15190000,15199999
3532603,15190001,15199999
3532702,15240000,15249999
3532702,15240001,15249999
3532801,15210000,15219999
3532801,15210001,15214999
3532801,15215001,15219999
3532827,18435000,18439999
3532827,18435001,18439999
3532843,15773000,15774999
3532843,15773001,15774999
3532868,15313000,15314999
3532868,15313001,15314999
3532900,14920000,14929999
3532900,14920001,14923999
3533007,15440000,15449999
3533007,15440001,15441999
3533007,15442001,15444999
3533007,15445001,15445999
3533106,17950000,17959999
3533106,17950001,17953999
3533205,16940000,16949999
3533205,16940001,16949999
3533304,15340000,15349999
3533304,15340001,15344999
3533403,13380001,13389999
3533254,15885000,15889999
3533254,15885001,15889999
3533502,14960001,14979999
3533502,14960001,14969999
3533601,14670000,14679999
3533601,14670001,14679999
3533700,17540001,17549999
3533809,18790001,18799999
3533908,15400001,15409999
3534005,15450000,15459999
3534005,15450001,15459999
3534104,17570000,17579999
3534104,17570001,17579999
3534203,15480000,15489999
3534203,15480001,15489999
3534302,14620000,14639999
3534302,14620001,14623999
3534401,6000001,6299999
3534500,19770001,19779999
3534609,17700000,17709999
3534609,17700001,17704999
3534609,17705001,17709999
3534708,19900001,19919999
3534807,17920000,17929999
3534807,17920001,17929999
3534757,15685000,15689999
3534757,15685001,15687999
3534757,15688001,15689999
3534906,17860000,17869999
3534906,17860001,17863999
3535002,15470000,15479999
3535002,15470001,15479999
3535101,15828000,15829999
3535101,15828001,15829999
3535200,15720000,15729999
3535200,15720001,15724999
3535309,19970001,19989999
3535309,19970001,19979999
3535408,17980000,17989999
3535408,17980001,17989999
3535507,19700001,19739999
3535507,19700001,19729999
3535606,12260000,12269999
3535606,12260001,12265999
3535705,15825000,15827999
3535705,15825001,15827999
3535804,18720000,18729999
3535804,18720001,18724999
3535804,18725001,18729999
3535903,15745000,15747999
3535903,15745001,15747999
3536000,17730000,17739999
3536000,17730001,17733999
3536109,18640000,18649999
3536109,18640001,18649999
3536208,11930000,11939999
3536257,15525000,15529999
3536257,15525001,15529999
3536307,14415000,14419999
3536307,14415001,14419999
3536406,17990000,17999999
3536406,17990001,17999999
3536505,13140001,13149999
3536570,17150001,17159999
3536570,17150001,17154999
3536604,15490000,15494999
3536604,15490001,15493999
3536703,17280000,17289999
3536802,12990000,12994999
3536802,12990001,12993999
3536901,15630000,15639999
3536901,15630001,15634999
3536901,15635001,15639999
3537008,14470000,14489999
3537008,14470001,14474999
3537008,14475001,14478999
3537107,13920000,13929999
3537107,13920001,13929999
3537156,19865000,19869999
3537156,19865001,19869999
3537206,11790000,11799999
3537305,16300001,16309999
3537404,15370001,15379999
3537503,18580000,18589999
3537503,18580001,18589999
3537602,11770000,11789999
3537602,11770001,11789999
3537701,16230000,16239999
3537701,16230001,16239999
3537800,18170000,18179999
3537800,18170001,18178999
3537909,18185000,18189999
3537909,18185001,18188999
3538006,12400001,12449999
3538105,15830000,15839999
3538105,15830001,15834999
3538105,15835001,15839999
3538204,12995000,12999999
3538204,12995001,12998999
3538303,19410000,19429999
3538303,19410001,19419999
3538501,12620000,12629999
3538501,12620001,12623999
3538600,12970000,12979999
3538600,12970001,12974999
3538600,12975001,12975999
3538709,13400001,13439999
3538709,13400001,13434999
3538808,18800001,18829999
3538907,16600001,16639999
3538907,16600001,16619999
3539004,15820000,15822999
3539004,15820001,15822999
3539103,6550000,6599999
3539202,19200000,19209999
3539202,19200001,19207999
3539202,19208001,19208999
3539301,13630001,13649999
3539301,13630001,13644999
3539400,17490001,17499999
