"uf","localidade","faixa_inicio","faixa_fim","situacao","tipo_faixa"
"SP","Águas de Santa Bárbara","18770-001","18774-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Águas de São Pedro","13525-001","13529-999","Codificado por logradouros","Total do município"
"SP","Águas de São Pedro","13528-001","13529-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Agudos","17120-001","17149-999","Codificado por logradouros","Total do município"
"SP","Agudos","17120-001","17139-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Alambari","18220-000","18224-999","Codificado por logradouros","Total do município"
"SP","Alambari","18220-001","18223-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Alfredo Marcondes","19180-000","19189-999","Codificado por logradouros","Total do município"
"SP","Alfredo Marcondes","19180-001","19184-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Altair","15430-000","15439-999","Codificado por logradouros","Total do município"
"SP","Altair","15430-001","15434-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Altinópolis","14350-000","14389-999","Codificado por logradouros","Total do município"
"SP","Altinópolis","14350-001","14359-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Alto Alegre","16310-000","16339-999","Codificado por logradouros","Total do município"
"SP","Alto Alegre","16310-001","16325-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Alumínio","18125-000","18129-999","Codificado por logradouros","Total do município"
"SP","Alumínio","18125-001","18129-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Álvares Florence","15540-000","15549-999","Codificado por logradouros","Total do município"
"SP","Álvares Florence","15540-001","15544-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Álvares Machado","19160-000","19179-999","Codificado por logradouros","Total do município"
"SP","Álvares Machado","19160-001","19164-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Álvares Machado","19165-001","19169-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Álvaro de Carvalho","17410-001","17419-999","Codificado por logradouros","Total do município"
"SP","Álvaro de Carvalho","17410-001","17419-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Alvinlândia","17430-001","17439-999","Codificado por logradouros","Total do município"
"SP","Alvinlândia","17430-001","17439-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Americana","13465-001","13479-999","Codificado por logradouros","Total do município"
"SP","Americana","13465-001","13479-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Américo Brasiliense","14820-001","14824-999","Codificado por logradouros","Total do município"
"SP","Américo Brasiliense","14820-001","14824-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Américo de Campos","15550-000","15559-999","Codificado por logradouros","Total do município"
"SP","Américo de Campos","15550-001","15559-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Amparo","13900-001","13909-999","Codificado por logradouros","Total do município"
"SP","Amparo","13900-001","13909-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Analândia","13550-000","13559-999","Codificado por logradouros","Total do município"
"SP","Analândia","13550-001","13553-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Andradina","16900-001","16919-999","Codificado por logradouros","Total do município"
"SP","Andradina","16900-001","16914-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Andradina","16915-001","16919-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Angatuba","18240-000","18244-999","Codificado por logradouros","Total do município"
"SP","Angatuba","18240-001","18242-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Angatuba","18243-001","18244-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Anhembi","18620-001","18639-999","Codificado por logradouros","Total do município"
"SP","Anhembi","18630-001","18639-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Anhumas","19580-000","19589-999","Codificado por logradouros","Total do município"
"SP","Anhumas","19580-001","19583-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Aparecida","12570-001","12579-999","Codificado por logradouros","Total do município"
"SP","Aparecida","12570-001","12579-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Aparecida D'Oeste","15735-000","15739-999","Codificado por logradouros","Total do município"
"SP","Aparecida D'Oeste","15735-001","15739-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Apiaí","18320-000","18324-999","Codificado por logradouros","Total do município"
"SP","Apiaí","18320-001","18324-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Araçariguama","18147-000","18149-999","Codificado por logradouros","Total do município"
"SP","Araçariguama","18147-001","18149-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Araçatuba","16000-001","16129-999","Codificado por logradouros","Total do município"
"SP","Araçatuba","16000-001","16129-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Araçoiaba da Serra","18190-000","18194-999","Codificado por logradouros","Total do município"
"SP","Araçoiaba da Serra","18190-001","18193-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Aramina","14550-000","14569-999","Codificado por logradouros","Total do município"
"SP","Aramina","14550-001","14559-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Arandu","18710-001","18719-999","Codificado por logradouros","Total do município"
"SP","Arandu","18710-001","18719-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Arapeí","12870-000","12899-999","Em codificação por logradouros","Total do município"
"SP","Arapeí","12870-001","12871-999","Em codificação por logradouros","Exclusiva da sede urbana"
"SP","Araraquara","14800-001","14812-999","Codificado por logradouros","Total do município"
"SP","Araraquara","14800-001","14811-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Araraquara","14812-001","14812-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Araras","13600-001","13609-999","Codificado por logradouros","Total do município"
"SP","Araras","13600-001","13609-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Arco-Íris","17630-000","17649-999","Codificado por logradouros","Total do município"
"SP","Arco-Íris","17630-001","17639-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Arealva","17160-001","17179-999","Codificado por logradouros","Total do município"
"SP","Arealva","17160-001","17169-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Areias","12820-000","12829-999","Em codificação por logradouros","Total do município"
"SP","Areias","12820-001","12821-999","Em codificação por logradouros","Exclusiva da sede urbana"
"SP","Areiópolis","18670-001","18674-999","Codificado por logradouros","Total do município"
"SP","Areiópolis","18670-001","18674-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Ariranha","15960-000","15969-999","Codificado por logradouros","Total do município"
"SP","Ariranha","15960-001","15964-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Artur Nogueira","13160-001","13169-999","Codificado por logradouros","Total do município"
"SP","Artur Nogueira","13160-001","13169-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Arujá","07400-001","07499-999","Codificado por logradouros","Total do município"
"SP","Arujá","07400-001","07499-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Aspásia","15763-000","15764-999","Codificado por logradouros","Total do município"
"SP","Aspásia","15763-001","15764-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Assis","19800-001","19819-999","Codificado por logradouros","Total do município"
"SP","Assis","19800-001","19819-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Atibaia","12940-001","12954-999","Codificado por logradouros","Total do município"
"SP","Atibaia","12940-001","12954-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Auriflama","15350-000","15354-999","Codificado por logradouros","Total do município"
"SP","Auriflama","15350-001","15354-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Avaí","16680-000","16699-999","Codificado por logradouros","Total do município"
"SP","Avaí","16680-001","16690-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Avanhandava","16360-000","16369-999","Codificado por logradouros","Total do município"
"SP","Avanhandava","16360-001","16369-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Avaré","18700-001","18709-999","Codificado por logradouros","Total do município"
"SP","Avaré","18700-001","18709-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Bady Bassitt","15115-000","15119-999","Em codificação por logradouros","Total do município"
"SP","Bady Bassitt","15115-001","15118-999","Em codificação por logradouros","Exclusiva da sede urbana"
"SP","Balbinos","16640-001","16649-999","Codificado por logradouros","Total do município"
"SP","Balbinos","16640-001","16649-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Bálsamo","15140-000","15144-999","Codificado por logradouros","Total do município"
"SP","Bálsamo","15140-001","15143-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Bananal","12850-000","12869-999","Em codificação por logradouros","Total do município"
