uf,localidade,faixa_inicio,faixa_fim,situacao,tipo_faixa
MG,Florestal,35690-000,35693-999,Não codificada por logradouros,Total do município
MG,Formiga,35570-000,35579-999,Codificado por logradouros,Total do município
MG,Formiga,35570-000,35578-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Formiga,35579-700,35579-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Formoso,38690-000,38699-999,Não codificada por logradouros,Total do município
MG,Fortaleza de Minas,37905-000,37909-999,Não codificada por logradouros,Total do município
MG,Fortuna de Minas,35760-000,35762-999,Não codificada por logradouros,Total do município
MG,Francisco Badaró,39644-000,39644-999,Não codificada por logradouros,Total do município
MG,Francisco Dumont,39387-000,39389-999,Não codificada por logradouros,Total do município
MG,Francisco Sá,39580-000,39589-999,Não codificada por logradouros,Total do município
MG,Franciscópolis,39695-000,39699-999,Não codificada por logradouros,Total do município
MG,Frei Gaspar,39840-000,39847-999,Não codificada por logradouros,Total do município
MG,Frei Inocêncio,35112-000,35112-999,Não codificada por logradouros,Total do município
MG,Frei Lagonegro,39708-000,39709-999,Não codificada por logradouros,Total do município
MG,Fronteira,38230-000,38239-999,Não codificada por logradouros,Total do município
MG,Fronteira dos Vales,39870-000,39872-999,Não codificada por logradouros,Total do município
MG,Fruta de Leite,39558-000,39559-999,Não codificada por logradouros,Total do município
MG,Frutal,38200-001,38209-999,Codificado por logradouros,Total do município
MG,Frutal,38200-001,38207-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Funilândia,35736-000,35737-999,Não codificada por logradouros,Total do município
MG,Galiléia,35250-000,35257-999,Não codificada por logradouros,Total do município
MG,Gameleiras,39505-000,39507-999,Não codificada por logradouros,Total do município
MG,Glaucilândia,39592-000,39593-999,Não codificada por logradouros,Total do município
MG,Goiabeira,35248-000,35248-999,Não codificada por logradouros,Total do município
MG,Goianá,36152-000,36154-999,Não codificada por logradouros,Total do município
MG,Gonçalves,37680-000,37689-999,Não codificada por logradouros,Total do município
MG,Gonzaga,39720-000,39722-999,Não codificada por logradouros,Total do município
MG,Gouveia,39120-000,39129-999,Não codificada por logradouros,Total do município
MG,Governador Valadares,35000-000,35109-999,Codificado por logradouros,Total do município
MG,Governador Valadares,35000-001,35099-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Grão Mogol,39570-000,39572-999,Não codificada por logradouros,Total do município
MG,Grupiara,38470-000,38474-999,Não codificada por logradouros,Total do município
MG,Guanhães,39737-000,39744-999,Em codificação por logradouros,Total do município
MG,Guanhães,39737-001,39739-999,Em codificação por logradouros,Exclusiva da sede urbana
MG,Guanhães,39740-001,39740-999,Em codificação por logradouros,Exclusiva da sede urbana
MG,Guapé,37177-000,37180-999,Não codificada por logradouros,Total do município
MG,Guaraciaba,35436-000,35436-999,Não codificada por logradouros,Total do município
MG,Guaraciama,39397-000,39397-999,Não codificada por logradouros,Total do município
MG,Guaranésia,37810-000,37819-999,Não codificada por logradouros,Total do município
MG,Guarani,36160-000,36164-999,Não codificada por logradouros,Total do município
MG,Guarará,36606-000,36607-999,Não codificada por logradouros,Total do município
MG,Guarda-Mor,38570-000,38599-999,Não codificada por logradouros,Total do município
MG,Guaxupé,37830-000,37837-999,Codificado por logradouros,Total do município
MG,Guaxupé,37830-001,37837-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Guidoval,36515-000,36519-999,Não codificada por logradouros,Total do município
MG,Guimarânia,38730-000,38734-999,Não codificada por logradouros,Total do município
MG,Guiricema,36525-000,36529-999,Não codificada por logradouros,Total do município
MG,Gurinhatã,38310-000,38319-999,Não codificada por logradouros,Total do município
MG,Heliodora,37484-000,37484-999,Não codificada por logradouros,Total do município
MG,Iapu,35190-000,35192-999,Não codificada por logradouros,Total do município
MG,Ibertioga,36225-000,36226-999,Não codificada por logradouros,Total do município
MG,Ibiá,38950-000,38959-999,Não codificada por logradouros,Total do município
MG,Ibiaí,39350-000,39354-999,Não codificada por logradouros,Total do município
MG,Ibiracatu,39455-000,39457-999,Não codificada por logradouros,Total do município
MG,Ibiraci,37990-000,37992-999,Não codificada por logradouros,Total do município
MG,Ibirité,32400-000,32449-999,Codificado por logradouros,Total do município
MG,Ibirité,32400-001,32439-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Ibitiúra de Minas,37790-000,37794-999,Não codificada por logradouros,Total do município
MG,Ibituruna,37223-000,37224-999,Não codificada por logradouros,Total do município
MG,Icaraí de Minas,39318-000,39319-999,Não codificada por logradouros,Total do município
MG,Igarapé,32510-000,32519-999,Codificado por logradouros,Total do município
MG,Igarapé,32900-000,32919-999,Codificado por logradouros,Total do município
MG,Igarapé,32510-000,32517-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Igaratinga,35695-000,35699-999,Não codificada por logradouros,Total do município
MG,Iguatama,38910-000,38929-999,Não codificada por logradouros,Total do município
MG,Ijaci,37218-000,37219-999,Não codificada por logradouros,Total do município
MG,Ilicínea,37175-000,37176-999,Não codificada por logradouros,Total do município
MG,Imbé de Minas,35323-000,35323-999,Não codificada por logradouros,Total do município
MG,Inconfidentes,37576-000,37577-999,Não codificada por logradouros,Total do município
MG,Indaiabira,39536-000,39537-999,Não codificada por logradouros,Total do município
MG,Indianópolis,38490-000,38499-999,Não codificada por logradouros,Total do município
MG,Ingaí,37215-000,37217-999,Não codificada por logradouros,Total do município
MG,Inhapim,35330-000,35333-999,Não codificada por logradouros,Total do município
MG,Inhaúma,35763-000,35764-999,Não codificada por logradouros,Total do município
MG,Inimutaba,39243-000,39244-999,Não codificada por logradouros,Total do município
MG,Ipaba,35198-000,35198-999,Não codificada por logradouros,Total do município
MG,Ipanema,36950-000,36952-999,Não codificada por logradouros,Total do município
MG,Ipatinga,35150-000,35169-999,Codificado por logradouros,Total do município
MG,Ipatinga,35150-001,35168-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Ipiaçu,38350-000,38359-999,Não codificada por logradouros,Total do município
MG,Ipuiúna,37588-000,37588-999,Não codificada por logradouros,Total do município
MG,Ipuiúna,37825-000,37829-999,Não codificada por logradouros,Total do município
MG,Iraí de Minas,38510-000,38519-999,Não codificada por logradouros,Total do município
MG,Itabira,35900-000,35907-999,Codificado por logradouros,Total do município
MG,Itabira,35900-001,35904-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Itabirinha,35280-000,35289-999,Não codificada por logradouros,Total do município
MG,Itabirito,35450-000,35459-999,Codificado por logradouros,Total do município
MG,Itabirito,35450-001,35457-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Itacambira,39594-000,39594-999,Não codificada por logradouros,Total do município
MG,Itacarambi,39470-000,39471-999,Não codificada por logradouros,Total do município
MG,Itaguara,35488-000,35489-999,Não codificada por logradouros,Total do município
MG,Itaipé,39815-000,39815-999,Não codificada por logradouros,Total do município
MG,Itajubá,37500-000,37507-999,Codificado por logradouros,Total do município
MG,Itajubá,37500-001,37506-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Itamarandiba,39668-000,39669-999,Codificado por logradouros,Total do município
MG,Itamarandiba,39670-000,39677-999,Codificado por logradouros,Total do município
MG,Itamarandiba,39668-001,39669-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Itamarandiba,39670-001,39671-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Itamarati de Minas,36788-000,36789-999,Não codificada por logradouros,Total do município
MG,Itambacuri,39830-000,39834-999,Não codificada por logradouros,Total do município
MG,Itambé do Mato Dentro,35820-000,35829-999,Não codificada por logradouros,Total do município
MG,Itamogi,37973-000,37974-999,Não codificada por logradouros,Total do município
MG,Itamonte,37466-000,37466-999,Não codificada por logradouros,Total do município
MG,Itanhandu,37464-000,37464-999,Não codificada por logradouros,Total do município
MG,Itanhomi,35120-000,35122-999,Não codificada por logradouros,Total do município
MG,Itaobim,39625-000,39627-999,Não codificada por logradouros,Total do município
MG,Itapagipe,38240-000,38249-999,Não codificada por logradouros,Total do município
MG,Itapecerica,35550-000,35554-999,Não codificada por logradouros,Total do município
MG,Itapeva,37655-000,37659-999,Não codificada por logradouros,Total do município
MG,Itatiaiuçu,35685-000,35689-999,Não codificada por logradouros,Total do município
MG,Itaú de Minas,37975-000,37979-999,Não codificada por logradouros,Total do município
MG,Itaúna,35680-000,35684-999,Codificado por logradouros,Total do município
MG,Itaúna,35680-001,35684-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Itaverava,36440-000,36449-999,Não codificada por logradouros,Total do município
MG,Itinga,39610-000,39614-999,Não codificada por logradouros,Total do município
MG,Itueta,35220-000,35224-999,Não codificada por logradouros,Total do município
MG,Ituiutaba,38300-000,38309-999,Codificado por logradouros,Total do município
MG,Ituiutaba,38300-001,38309-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Itumirim,37210-000,37214-999,Não codificada por logradouros,Total do município
MG,Iturama,38280-000,38287-999,Não codificada por logradouros,Total do município
MG,Itutinga,36390-000,36399-999,Não codificada por logradouros,Total do município
MG,Jaboticatubas,35830-000,35844-999,Não codificada por logradouros,Total do município
MG,Jacinto,39930-000,39934-999,Não codificada por logradouros,Total do município
MG,Jacuí,37965-000,37967-999,Não codificada por logradouros,Total do município
MG,Jacutinga,37590-000,37595-999,Não codificada por logradouros,Total do município
MG,Jaguaraçu,35188-000,35188-999,Não codificada por logradouros,Total do município
MG,Jaíba,39508-000,39509-999,Não codificada por logradouros,Total do município
MG,Jampruca,39837-000,39839-999,Não codificada por logradouros,Total do município
MG,Janaúba,39440-000,39449-999,Codificado por logradouros,Total do município
MG,Janaúba,39440-001,39448-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Januária,39480-000,39488-999,Não codificada por logradouros,Total do município
MG,Japaraíba,35580-000,35581-999,Não codificada por logradouros,Total do município
MG,Japonvar,39335-000,39335-999,Não codificada por logradouros,Total do município
MG,Jeceaba,35497-000,35499-999,Não codificada por logradouros,Total do município
MG,Jenipapo de Minas,39645-000,39647-999,Não codificada por logradouros,Total do município
MG,Jequeri,35390-000,35399-999,Não codificada por logradouros,Total do município
MG,Jequitaí,39370-000,39372-999,Não codificada por logradouros,Total do município
MG,Jequitibá,35767-000,35769-999,Não codificada por logradouros,Total do município
MG,Jequitinhonha,39960-000,39969-999,Não codificada por logradouros,Total do município
MG,Jesuânia,37485-000,37487-999,Não codificada por logradouros,Total do município
MG,Joaíma,39890-000,39892-999,Não codificada por logradouros,Total do município
MG,Joanésia,35194-000,35194-999,Não codificada por logradouros,Total do município
MG,João Monlevade,35930-000,35934-999,Codificado por logradouros,Total do município
MG,João Monlevade,35930-001,35934-999,Codificada por logradouros,Exclusiva da sede urbana
MG,João Pinheiro,38770-000,38778-999,Não codificada por logradouros,Total do município
MG,Joaquim Felício,39240-000,39242-999,Não codificada por logradouros,Total do município
MG,Jordânia,39920-000,39924-999,Não codificada por logradouros,Total do município
MG,José Gonçalves de Minas,39642-000,39643-999,Não codificada por logradouros,Total do município
MG,José Raydan,39775-000,39779-999,Não codificada por logradouros,Total do município
MG,Josenópolis,39575-000,39579-999,Não codificada por logradouros,Total do município
MG,Juatuba,35675-000,35679-999,Não codificada por logradouros,Total do município
MG,Juiz de Fora,36000-000,36107-999,Codificado por logradouros,Total do município
MG,Juiz de Fora,36000-001,36099-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Juramento,39590-000,39591-999,Não codificada por logradouros,Total do município
MG,Juruaia,37805-000,37809-999,Não codificada por logradouros,Total do município
MG,Juvenília,39467-000,39469-999,Não codificada por logradouros,Total do município
MG,Ladainha,39825-000,39826-999,Não codificada por logradouros,Total do município
MG,Lagamar,38785-000,38789-999,Não codificada por logradouros,Total do município
MG,Lagoa da Prata,35590-000,35594-999,Codificado por logradouros,Total do município
MG,Lagoa da Prata,35590-001,35593-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Lagoa dos Patos,39360-000,39362-999,Não codificada por logradouros,Total do município
MG,Lagoa Dourada,36345-000,36349-999,Não codificada por logradouros,Total do município
MG,Lagoa Formosa,38720-000,38729-999,Não codificada por logradouros,Total do município
MG,Lagoa Grande,38755-000,38759-999,Não codificada por logradouros,Total do município
MG,Lagoa Santa,33230-000,33249-999,Codificado por logradouros,Total do município
MG,Lagoa Santa,33230-001,33241-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Lajinha,36980-000,36984-999,Não codificada por logradouros,Total do município
MG,Lambari,37480-000,37483-999,Não codificada por logradouros,Total do município
MG,Lamim,36455-000,36459-999,Não codificada por logradouros,Total do município
MG,Laranjal,36760-000,36769-999,Não codificada por logradouros,Total do município
MG,Lassance,39250-000,39259-999,Não codificada por logradouros,Total do município
MG,Lavras,37200-000,37209-999,Codificado por logradouros,Total do município
MG,Lavras,37200-001,37209-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Leandro Ferreira,35657-000,35659-999,Não codificada por logradouros,Total do município
MG,Leme do Prado,39655-000,39659-999,Não codificada por logradouros,Total do município
MG,Leopoldina,36700-000,36709-999,Codificado por logradouros,Total do município
MG,Leopoldina,36700-001,36707-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Liberdade,37350-000,37359-999,Não codificada por logradouros,Total do município
MG,Lima Duarte,36140-000,36144-999,Não codificada por logradouros,Total do município
MG,Limeira do Oeste,38295-000,38299-999,Não codificada por logradouros,Total do município
MG,Lontra,39437-000,39439-999,Não codificada por logradouros,Total do município
MG,Luisburgo,36923-000,36924-999,Não codificada por logradouros,Total do município
MG,Luislândia,39336-000,39337-999,Não codificada por logradouros,Total do município
MG,Luminárias,37240-000,37244-999,Não codificada por logradouros,Total do município
MG,Luz,35595-000,35597-999,Não codificada por logradouros,Total do município
MG,Machacalis,39873-000,39873-999,Não codificada por logradouros,Total do município
MG,Machado,37750-000,37756-999,Não codificada por logradouros,Total do município
MG,Madre de Deus de Minas,37305-000,37309-999,Não codificada por logradouros,Total do município
MG,Malacacheta,39690-000,39694-999,Não codificada por logradouros,Total do município
MG,Mamonas,39516-000,39516-999,Não codificada por logradouros,Total do município
MG,Manga,39460-000,39464-999,Não codificada por logradouros,Total do município
MG,Manhuaçu,36900-000,36912-999,Codificado por logradouros,Total do município
MG,Manhuaçu,36900-001,36908-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Manhumirim,36970-000,36971-999,Não codificada por logradouros,Total do município
MG,Mantena,35290-000,35297-999,Codificado por logradouros,Total do município
MG,Mantena,35290-001,35293-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Mar de Espanha,36640-000,36649-999,Não codificada por logradouros,Total do município
MG,Maravilhas,35666-000,35666-999,Não codificada por logradouros,Total do município
MG,Maria da Fé,37517-000,37519-999,Não codificada por logradouros,Total do município
MG,Mariana,35420-000,35429-999,Codificado por logradouros,Total do município
MG,Mariana,35420-001,35427-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Marilac,35115-000,35115-999,Não codificada por logradouros,Total do município
MG,Mário Campos,32470-000,32479-999,Não codificada por logradouros,Total do município
MG,Maripá de Minas,36608-000,36609-999,Não codificada por logradouros,Total do município
MG,Marliéria,35185-000,35187-999,Não codificada por logradouros,Total do município
MG,Marmelópolis,37516-000,37516-999,Não codificada por logradouros,Total do município
MG,Martinho Campos,35606-000,35609-999,Não codificada por logradouros,Total do município
MG,Martins Soares,36972-000,36973-999,Não codificada por logradouros,Total do município
MG,Mata Verde,39915-000,39916-999,Não codificada por logradouros,Total do município
MG,Materlândia,39755-000,39764-999,Não codificada por logradouros,Total do município
MG,Mateus Leme,35670-000,35674-999,Não codificada por logradouros,Total do município
MG,Mathias Lobato,35110-000,35111-999,Não codificada por logradouros,Total do município
MG,Matias Barbosa,36120-000,36122-999,Não codificada por logradouros,Total do município
MG,Matias Cardoso,39478-000,39479-999,Não codificada por logradouros,Total do município
MG,Matipó,35367-000,35367-999,Não codificada por logradouros,Total do município
MG,Mato Verde,39527-000,39528-999,Não codificada por logradouros,Total do município
MG,Matozinhos,35720-000,35729-999,Não codificada por logradouros,Total do município
MG,Matutina,38870-000,38879-999,Não codificada por logradouros,Total do município
MG,Medeiros,38930-000,38949-999,Não codificada por logradouros,Total do município
MG,Medina,39620-000,39624-999,Não codificada por logradouros,Total do município
MG,Mendes Pimentel,35270-000,35274-999,Não codificada por logradouros,Total do município
MG,Mercês,36190-000,36194-999,Não codificada por logradouros,Total do município
MG,Mesquita,35116-000,35116-999,Não codificada por logradouros,Total do município
MG,Minas Novas,39650-000,39654-999,Não codificada por logradouros,Total do município
MG,Minduri,37447-000,37449-999,Não codificada por logradouros,Total do município
MG,Mirabela,39373-000,39377-999,Não codificada por logradouros,Total do município
MG,Miradouro,36893-000,36894-999,Não codificada por logradouros,Total do município
MG,Miraí,36790-000,36792-999,Não codificada por logradouros,Total do município
MG,Miravânia,39465-000,39466-999,Não codificada por logradouros,Total do município
MG,Moeda,35470-000,35472-999,Não codificada por logradouros,Total do município
MG,Moema,35604-000,35605-999,Não codificada por logradouros,Total do município
MG,Monjolos,39215-000,39218-999,Não codificada por logradouros,Total do município
MG,Monsenhor Paulo,37405-000,37406-999,Não codificada por logradouros,Total do município
MG,Montalvânia,39495-000,39499-999,Não codificada por logradouros,Total do município
MG,Monte Alegre de Minas,38475-000,38479-999,Não codificada por logradouros,Total do município
MG,Monte Azul,39500-000,39504-999,Não codificada por logradouros,Total do município
MG,Monte Belo,37115-000,37119-999,Não codificada por logradouros,Total do município
MG,Monte Carmelo,38500-000,38509-999,Não codificada por logradouros,Total do município
MG,Monte Formoso,39893-000,39894-999,Não codificada por logradouros,Total do município
MG,Monte Santo de Minas,37968-000,37969-999,Não codificada por logradouros,Total do município
MG,Monte Sião,37580-000,37581-999,Não codificada por logradouros,Total do município
MG,Montes Claros,39400-000,39429-999,Codificado por logradouros,Total do município
MG,Montes Claros,39400-001,39422-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Montezuma,39547-000,39549-999,Não codificada por logradouros,Total do município
MG,Morada Nova de Minas,35628-000,35629-999,Não codificada por logradouros,Total do município
MG,Morro da Garça,39248-000,39249-999,Não codificada por logradouros,Total do município
MG,Morro do Pilar,35875-000,35877-999,Não codificada por logradouros,Total do município
MG,Munhoz,37620-000,37629-999,Não codificada por logradouros,Total do município
MG,Muriaé,36880-000,36892-999,Codificado por logradouros,Total do município
MG,Muriaé,36880-001,36891-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Mutum,36955-000,36959-999,Não codificada por logradouros,Total do município
MG,Muzambinho,37890-000,37899-999,Não codificada por logradouros,Total do município
MG,Nacip Raydan,39718-000,39719-999,Não codificada por logradouros,Total do município
MG,Nanuque,39860-000,39863-999,Não codificada por logradouros,Total do município
MG,Naque,35117-000,35117-999,Não codificada por logradouros,Total do município
MG,Natalândia,38658-000,38659-999,Não codificada por logradouros,Total do município
MG,Natércia,37524-000,37526-999,Não codificada por logradouros,Total do município
MG,Nazareno,36370-000,36389-999,Não codificada por logradouros,Total do município
MG,Nepomuceno,37250-000,37259-999,Não codificada por logradouros,Total do município
MG,Ninheira,39553-000,39554-999,Não codificada por logradouros,Total do município
MG,Nova Belém,35298-000,35299-999,Não codificada por logradouros,Total do município
MG,Nova Era,35920-000,35929-999,Não codificada por logradouros,Total do município
MG,Nova Lima,34000-000,34019-999,Codificado por logradouros,Total do município
MG,Nova Lima,34000-001,34019-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Nova Módica,35113-000,35113-999,Não codificada por logradouros,Total do município
MG,Nova Ponte,38160-000,38169-999,Não codificada por logradouros,Total do município
MG,Nova Porteirinha,39525-000,39525-999,Não codificada por logradouros,Total do município
MG,Nova Resende,37860-000,37879-999,Não codificada por logradouros,Total do município
MG,Nova Serrana,35520-000,35529-999,Codificado por logradouros,Total do município
MG,Nova Serrana,35520-001,35528-899,Codificada por logradouros,Exclusiva da sede urbana
MG,Nova União,34990-000,34999-999,Não codificada por logradouros,Total do município
MG,Novo Cruzeiro,39820-000,39824-999,Não codificada por logradouros,Total do município
MG,Novo Oriente de Minas,39817-000,39817-999,Não codificada por logradouros,Total do município
MG,Novorizonte,39568-000,39568-999,Não codificada por logradouros,Total do município
MG,Olaria,36145-000,36145-999,Não codificada por logradouros,Total do município
MG,Olhos D'Água,39398-000,39399-999,Não codificada por logradouros,Total do município
MG,Olímpio Noronha,37488-000,37489-999,Não codificada por logradouros,Total do município
MG,Oliveira,35540-000,35542-999,Não codificada por logradouros,Total do município
MG,Oliveira Fortes,36250-000,36254-999,Não codificada por logradouros,Total do município
MG,Onça de Pitangui,35655-000,35656-999,Não codificada por logradouros,Total do município
MG,Oratórios,35439-000,35439-999,Não codificada por logradouros,Total do município
MG,Orizânia,36828-000,36829-999,Não codificada por logradouros,Total do município
MG,Ouro Branco,36490-000,36499-999,Codificado por logradouros,Total do município
MG,Ouro Branco,36490-001,36497-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Ouro Fino,37570-000,37575-999,Não codificada por logradouros,Total do município
MG,Ouro Preto,35400-000,35419-999,Codificado por logradouros,Total do município
MG,Ouro Preto,35400-001,35411-299,Codificada por logradouros,Exclusiva da sede urbana
MG,Ouro Preto,35411-899,35411-899,Codificada por logradouros,Exclusiva da sede urbana
MG,Ouro Verde de Minas,39855-000,39859-999,Não codificada por logradouros,Total do município
MG,Padre Carvalho,39573-000,39574-999,Não codificada por logradouros,Total do município
MG,Padre Paraíso,39818-000,39819-999,Não codificada por logradouros,Total do município
MG,Pai Pedro,39517-000,39517-999,Não codificada por logradouros,Total do município
MG,Paineiras,35622-000,35623-999,Não codificada por logradouros,Total do município
MG,Pains,35582-000,35584-999,Não codificada por logradouros,Total do município
MG,Paiva,36195-000,36199-999,Não codificada por logradouros,Total do município
MG,Palma,36750-000,36759-999,Não codificada por logradouros,Total do município
MG,Palmópolis,39945-000,39949-999,Não codificada por logradouros,Total do município
MG,Papagaios,35669-000,35669-999,Não codificada por logradouros,Total do município
MG,Pará de Minas,35660-000,35665-999,Codificado por logradouros,Total do município
MG,Pará de Minas,35660-001,35664-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Paracatu,38600-000,38609-999,Codificado por logradouros,Total do município
MG,Paracatu,38600-001,38609-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Paraguaçu,37120-000,37129-999,Não codificada por logradouros,Total do município
MG,Paraisópolis,37660-000,37669-999,Não codificada por logradouros,Total do município
MG,Paraopeba,35774-000,35776-999,Não codificada por logradouros,Total do município
MG,Passa Quatro,37460-000,37463-999,Não codificada por logradouros,Total do município
MG,Passa Tempo,35537-000,35539-999,Não codificada por logradouros,Total do município
MG,Passa Vinte,37330-000,37339-999,Não codificada por logradouros,Total do município
MG,Passabém,35810-000,35814-999,Não codificada por logradouros,Total do município
MG,Passos,37900-000,37904-999,Codificado por logradouros,Total do município
MG,Passos,37900-001,37904-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Patis,39378-000,39379-999,Não codificada por logradouros,Total do município
MG,Patos de Minas,38700-000,38719-999,Codificado por logradouros,Total do município
MG,Patos de Minas,38700-001,38709-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Patrocínio,38740-000,38749-999,Codificado por logradouros,Total do município
MG,Patrocínio,38740-001,38748-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Patrocínio do Muriaé,36860-000,36869-999,Não codificada por logradouros,Total do município
MG,Paula Cândido,36544-000,36545-999,Não codificada por logradouros,Total do município
MG,Paulistas,39765-000,39769-999,Não codificada por logradouros,Total do município
MG,Pavão,39814-000,39814-999,Não codificada por logradouros,Total do município
MG,Peçanha,39700-000,39702-999,Não codificada por logradouros,Total do município
MG,Pedra Azul,39970-000,39979-999,Não codificada por logradouros,Total do município
MG,Pedra Bonita,35364-000,35364-999,Não codificada por logradouros,Total do município
MG,Pedra do Anta,36585-000,36589-999,Não codificada por logradouros,Total do município
MG,Pedra do Indaiá,35565-000,35566-999,Não codificada por logradouros,Total do município
MG,Pedra Dourada,36847-000,36849-999,Não codificada por logradouros,Total do município
MG,Pedralva,37520-000,37523-999,Não codificada por logradouros,Total do município
MG,Pedras de Maria da Cruz,39492-000,39494-999,Não codificada por logradouros,Total do município
MG,Pedrinópolis,38178-000,38179-999,Não codificada por logradouros,Total do município
MG,Pedro Leopoldo,33250-000,33259-999,Codificado por logradouros,Total do município
MG,Pedro Leopoldo,33250-001,33259-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Pedro Teixeira,36148-000,36149-999,Não codificada por logradouros,Total do município
MG,Pequeri,36610-000,36619-999,Não codificada por logradouros,Total do município
MG,Pequi,35667-000,35667-999,Não codificada por logradouros,Total do município
MG,Perdigão,35545-000,35546-999,Não codificada por logradouros,Total do município
MG,Perdizes,38170-000,38174-999,Não codificada por logradouros,Total do município
MG,Perdões,37260-000,37261-999,Não codificada por logradouros,Total do município
MG,Periquito,35118-000,35119-999,Não codificada por logradouros,Total do município
MG,Pescador,35114-000,35114-999,Não codificada por logradouros,Total do município
MG,Piau,36157-000,36159-999,Não codificada por logradouros,Total do município
MG,Piedade de Caratinga,35325-000,35325-999,Não codificada por logradouros,Total do município
MG,Piedade de Ponte Nova,35382-000,35382-999,Não codificada por logradouros,Total do município
MG,Piedade do Rio Grande,36227-000,36229-999,Não codificada por logradouros,Total do município
MG,Piedade dos Gerais,35476-000,35477-999,Não codificada por logradouros,Total do município
MG,Pimenta,35585-000,35587-999,Não codificada por logradouros,Total do município
MG,Pingo-D'Água,35348-000,35349-999,Não codificada por logradouros,Total do município
MG,Pintópolis,39317-000,39317-999,Não codificada por logradouros,Total do município
MG,Piracema,35536-000,35536-999,Não codificada por logradouros,Total do município
MG,Pirajuba,38210-000,38219-999,Não codificada por logradouros,Total do município
MG,Piranga,36480-000,36489-999,Não codificada por logradouros,Total do município
MG,Piranguçu,37511-000,37511-999,Não codificada por logradouros,Total do município
MG,Piranguinho,37508-000,37509-999,Não codificada por logradouros,Total do município
MG,Pirapetinga,36730-000,36739-999,Não codificada por logradouros,Total do município
MG,Pirapora,39270-000,39279-999,Codificado por logradouros,Total do município
MG,Pirapora,39270-001,39277-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Piraúba,36170-000,36179-999,Não codificada por logradouros,Total do município
MG,Pitangui,35650-000,35654-999,Não codificada por logradouros,Total do município
MG,Piumhi,37925-000,37925-999,Em codificação por logradouros,Total do município
MG,Piumhi,37934-000,37939-999,Em codificação por logradouros,Total do município
MG,Piumhi,37934-001,37937-999,Em codificação por logradouros,Exclusiva da sede urbana
MG,Planura,38220-000,38229-999,Não codificada por logradouros,Total do município
MG,Poço Fundo,37757-000,37759-999,Não codificada por logradouros,Total do município
MG,Poços de Caldas,37700-000,37719-999,Codificado por logradouros,Total do município
MG,Poços de Caldas,37700-001,37719-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Pocrane,36960-000,36969-999,Não codificada por logradouros,Total do município
MG,Pompéu,35640-000,35649-999,Não codificada por logradouros,Total do município
MG,Ponte Nova,35430-000,35435-999,Codificado por logradouros,Total do município
MG,Ponte Nova,35430-001,35434-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Ponto Chique,39328-000,39329-999,Não codificada por logradouros,Total do município
MG,Ponto dos Volantes,39615-000,39619-999,Não codificada por logradouros,Total do município
MG,Porteirinha,39520-000,39524-999,Não codificada por logradouros,Total do município
MG,Porto Firme,36568-000,36569-999,Não codificada por logradouros,Total do município
MG,Poté,39827-000,39829-999,Não codificada por logradouros,Total do município
MG,Pouso Alegre,37550-000,37562-999,Codificado por logradouros,Total do município
MG,Pouso Alegre,37550-001,37561-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Pouso Alto,37468-000,37469-999,Não codificada por logradouros,Total do município
MG,Prados,36320-000,36324-999,Não codificada por logradouros,Total do município
MG,Prata,38140-000,38149-999,Não codificada por logradouros,Total do município
