uf,localidade,faixa_inicio,faixa_fim,situacao,tipo_faixa
MG,Pratápolis,37970-000,37972-999,Não codificada por logradouros,Total do município
MG,Pratinha,38960-000,38969-999,Não codificada por logradouros,Total do município
MG,Presidente Bernardes,36475-000,36479-999,Não codificada por logradouros,Total do município
MG,Presidente Juscelino,39245-000,39247-999,Não codificada por logradouros,Total do município
MG,Presidente Kubitschek,39135-000,39139-999,Não codificada por logradouros,Total do município
MG,Presidente Olegário,38750-000,38754-999,Não codificada por logradouros,Total do município
MG,Prudente de Morais,35738-000,35739-999,Não codificada por logradouros,Total do município
MG,Quartel Geral,35625-000,35627-999,Não codificada por logradouros,Total do município
MG,Queluzito,36424-000,36425-999,Não codificada por logradouros,Total do município
MG,Raposos,34400-000,34499-999,Não codificada por logradouros,Total do município
MG,Raul Soares,35350-000,35358-999,Não codificada por logradouros,Total do município
MG,Recreio,36740-000,36749-999,Não codificada por logradouros,Total do município
MG,Reduto,36920-000,36922-999,Não codificada por logradouros,Total do município
MG,Resende Costa,36340-000,36344-999,Não codificada por logradouros,Total do município
MG,Resplendor,35230-000,35239-999,Não codificada por logradouros,Total do município
MG,Ressaquinha,36270-000,36271-999,Não codificada por logradouros,Total do município
MG,Riachinho,38640-000,38648-999,Não codificada por logradouros,Total do município
MG,Riacho dos Machados,39529-000,39529-999,Não codificada por logradouros,Total do município
MG,Ribeirão das Neves,33800-000,33979-999,Codificado por logradouros,Total do município
MG,Ribeirão das Neves,33800-001,33979-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Ribeirão Vermelho,37264-000,37266-999,Não codificada por logradouros,Total do município
MG,Rio Acima,34300-000,34399-999,Não codificada por logradouros,Total do município
MG,Rio Casca,35370-000,35379-999,Não codificada por logradouros,Total do município
MG,Rio do Prado,39940-000,39944-999,Não codificada por logradouros,Total do município
MG,Rio Doce,35442-000,35443-999,Não codificada por logradouros,Total do município
MG,Rio Espera,36460-000,36469-999,Não codificada por logradouros,Total do município
MG,Rio Manso,35485-000,35487-999,Não codificada por logradouros,Total do município
MG,Rio Novo,36150-000,36151-999,Não codificada por logradouros,Total do município
MG,Rio Paranaíba,38810-000,38819-999,Não codificada por logradouros,Total do município
MG,Rio Pardo de Minas,39530-000,39534-999,Não codificada por logradouros,Total do município
MG,Rio Piracicaba,35940-000,35949-999,Não codificada por logradouros,Total do município
MG,Rio Pomba,36180-000,36184-999,Não codificada por logradouros,Total do município
MG,Rio Preto,36130-000,36131-999,Não codificada por logradouros,Total do município
MG,Rio Vermelho,39170-000,39179-999,Não codificada por logradouros,Total do município
MG,Ritápolis,36335-000,36339-999,Não codificada por logradouros,Total do município
MG,Rochedo de Minas,36604-000,36605-999,Não codificada por logradouros,Total do município
MG,Rodeiro,36510-000,36511-999,Não codificada por logradouros,Total do município
MG,Romaria,38520-000,38524-999,Não codificada por logradouros,Total do município
MG,Rosário da Limeira,36878-000,36879-999,Não codificada por logradouros,Total do município
MG,Rubelita,39565-000,39567-999,Não codificada por logradouros,Total do município
MG,Rubim,39950-000,39959-999,Não codificada por logradouros,Total do município
MG,Sabará,34500-000,34799-999,Codificado por logradouros,Total do município
MG,Sabará,34500-001,34739-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Sabinópolis,39750-000,39754-999,Não codificada por logradouros,Total do município
MG,Sacramento,38190-000,38194-999,Não codificada por logradouros,Total do município
MG,Salinas,39560-000,39562-999,Não codificada por logradouros,Total do município
MG,Salto da Divisa,39925-000,39927-999,Não codificada por logradouros,Total do município
MG,Santa Bárbara,35960-000,35968-999,Não codificada por logradouros,Total do município
MG,Santa Bárbara do Leste,35328-000,35329-999,Não codificada por logradouros,Total do município
MG,Santa Bárbara do Monte Verde,36132-000,36134-999,Não codificada por logradouros,Total do município
MG,Santa Bárbara do Tugúrio,36215-000,36219-999,Não codificada por logradouros,Total do município
MG,Santa Cruz de Minas,36328-000,36329-999,Não codificada por logradouros,Total do município
MG,Santa Cruz de Salinas,39563-000,39564-999,Não codificada por logradouros,Total do município
MG,Santa Cruz do Escalvado,35383-000,35387-999,Não codificada por logradouros,Total do município
MG,Santa Efigênia de Minas,39725-000,39727-999,Não codificada por logradouros,Total do município
MG,Santa Fé de Minas,39295-000,39299-999,Não codificada por logradouros,Total do município
MG,Santa Helena de Minas,39874-000,39874-999,Não codificada por logradouros,Total do município
MG,Santa Juliana,38175-000,38177-999,Não codificada por logradouros,Total do município
MG,Santa Luzia,33000-000,33199-999,Codificado por logradouros,Total do município
MG,Santa Luzia,33000-001,33198-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Santa Margarida,36913-000,36917-999,Não codificada por logradouros,Total do município
MG,Santa Maria de Itabira,35910-000,35919-999,Não codificada por logradouros,Total do município
MG,Santa Maria do Salto,39928-000,39929-999,Não codificada por logradouros,Total do município
MG,Santa Maria do Suaçuí,39780-000,39783-999,Não codificada por logradouros,Total do município
MG,Santa Rita de Caldas,37775-000,37779-999,Não codificada por logradouros,Total do município
MG,Santa Rita de Ibitipoca,36235-000,36239-999,Não codificada por logradouros,Total do município
MG,Santa Rita de Jacutinga,36135-000,36139-999,Não codificada por logradouros,Total do município
MG,Santa Rita de Minas,35326-000,35327-999,Não codificada por logradouros,Total do município
MG,Santa Rita do Itueto,35225-000,35229-999,Não codificada por logradouros,Total do município
MG,Santa Rita do Sapucaí,37536-000,37541-999,Codificado por logradouros,Total do município
MG,Santa Rita do Sapucaí,37536-001,37539-999,Codificada por logradouros,Exclusiva da sede urbana
MG,Santa Rosa da Serra,38805-000,38809-999,Não codificada por logradouros,Total do município
MG,Santa Vitória,38320-000,38349-999,Não codificada por logradouros,Total do município
MG,Santana da Vargem,37195-000,37199-999,Não codificada por logradouros,Total do município
MG,Santana de Cataguases,36795-000,36799-999,Não codificada por logradouros,Total do município
MG,Santana de Pirapama,35785-000,35788-999,Não codificada por logradouros,Total do município
MG,Santana do Deserto,36620-000,36629-999,Não codificada por logradouros,Total do município
MG,Santana do Garambéu,36146-000,36147-999,Não codificada por logradouros,Total do município
MG,Santana do Jacaré,37278-000,37279-999,Não codificada por logradouros,Total do município
MG,Santana do Manhuaçu,36940-000,36946-999,Não codificada por logradouros,Total do município
MG,Santana do Paraíso,35179-000,35179-999,Não codificada por logradouros,Total do município
MG,Santana do Riacho,35845-000,35849-999,Não codificada por logradouros,Total do município
MG,Santana dos Montes,36430-000,36439-999,Não codificada por logradouros,Total do município
MG,Santo Antônio do Amparo,37262-000,37263-999,Não codificada por logradouros,Total do município
MG,Santo Antônio do Aventureiro,36670-000,36679-999,Não codificada por logradouros,Total do município
MG,Santo Antônio do Grama,35388-000,35389-999,Não codificada por logradouros,Total do município
MG,Santo Antônio do Itambé,39160-000,39164-999,Não codificada por logradouros,Total do município
MG,Santo Antônio do Jacinto,39935-000,39939-999,Não codificada por logradouros,Total do município
MG,Santo Antônio do Monte,35560-000,35564-999,Não codificada por logradouros,Total do município
MG,Santo Antônio do Retiro,39538-000,39539-999,Não codificada por logradouros,Total do município
MG,Santo Antônio do Rio Abaixo,35880-000,35893-999,Não codificada por logradouros,Total do município
MG,Santo Hipólito,39210-000,39214-999,Não codificada por logradouros,Total do município
MG,Santos Dumont,36240-000,36249-999,Codificado por logradouros,Total do município
MG,Santos Dumont,36240-001,36247-999,Codificada por logradouros,Exclusiva da sede urbana
MG,São Bento Abade,37407-000,37407-999,Não codificada por logradouros,Total do município
MG,São Brás do Suaçuí,35495-000,35496-999,Não codificada por logradouros,Total do município
MG,São Domingos das Dores,35335-000,35337-999,Não codificada por logradouros,Total do município
MG,São Domingos do Prata,35993-000,35999-999,Não codificada por logradouros,Total do município
MG,São Félix de Minas,35275-000,35276-999,Não codificada por logradouros,Total do município
MG,São Francisco,39300-000,39316-999,Não codificada por logradouros,Total do município
MG,São Francisco de Paula,35543-000,35543-999,Não codificada por logradouros,Total do município
MG,São Francisco de Sales,38260-000,38269-999,Não codificada por logradouros,Total do município
MG,São Francisco do Glória,36810-000,36814-999,Não codificada por logradouros,Total do município
MG,São Geraldo,36530-000,36539-999,Não codificada por logradouros,Total do município
MG,São Geraldo da Piedade,39723-000,39724-999,Não codificada por logradouros,Total do município
MG,São Geraldo do Baixio,35258-000,35259-999,Não codificada por logradouros,Total do município
MG,São Gonçalo do Abaeté,38790-000,38793-999,Não codificada por logradouros,Total do município
MG,São Gonçalo do Pará,35544-000,35544-999,Não codificada por logradouros,Total do município
MG,São Gonçalo do Rio Abaixo,35935-000,35937-999,Não codificada por logradouros,Total do município
MG,São Gonçalo do Rio Preto,39185-000,39187-999,Não codificada por logradouros,Total do município
MG,São Gonçalo do Sapucaí,37490-000,37495-999,Não codificada por logradouros,Total do município
MG,São Gotardo,38800-000,38804-999,Não codificada por logradouros,Total do município
MG,São João Batista do Glória,37920-000,37921-999,Não codificada por logradouros,Total do município
MG,São João da Lagoa,39355-000,39359-999,Não codificada por logradouros,Total do município
MG,São João da Mata,37568-000,37569-999,Não codificada por logradouros,Total do município
MG,São João da Ponte,39430-000,39436-999,Não codificada por logradouros,Total do município
MG,São João das Missões,39475-000,39477-999,Não codificada por logradouros,Total do município
MG,São João Del Rei,36300-000,36319-999,Codificado por logradouros,Total do município
MG,São João Del Rei,36300-001,36314-999,Codificada por logradouros,Exclusiva da sede urbana
MG,São João do Manhuaçu,36918-000,36919-999,Não codificada por logradouros,Total do município
MG,São João do Manteninha,35277-000,35279-999,Não codificada por logradouros,Total do município
MG,São João do Oriente,35146-000,35146-999,Não codificada por logradouros,Total do município
MG,São João do Pacuí,39365-000,39369-999,Não codificada por logradouros,Total do município
MG,São João do Paraíso,39540-000,39546-999,Não codificada por logradouros,Total do município
MG,São João Evangelista,39704-000,39706-999,Não codificada por logradouros,Total do município
MG,São João Nepomuceno,36680-000,36689-999,Codificado por logradouros,Total do município
MG,São João Nepomuceno,36680-001,36687-999,Codificada por logradouros,Exclusiva da sede urbana
MG,São Joaquim de Bicas,32920-000,32999-999,Não codificada por logradouros,Total do município
MG,São José da Barra,37945-000,37947-999,Não codificada por logradouros,Total do município
MG,São José da Lapa,33350-000,33399-999,Não codificada por logradouros,Total do município
